Hallazgo;Fecha identificación
Auto asignación de perfiles en el sistema SAP (B) Auto asignación de perfiles en el sistema SAP (B);18/6/2024
Implementar una matriz de roles y perfiles en el sistema SAP (B) Implementar una matriz de roles y perfiles en el sistema SAP (B);17/6/2024
Evaluar el establecimiento de un control de monitoreo hacia el proveedor externo de SAP (B) Evaluar el establecimiento de un control de monitoreo hacia el proveedor externo de SAP (B);16/6/2024
Debilidad en control de accesos en sistemas SAP mandante 500 y 520 Debilidad en control de accesos en sistemas SAP mandante 500 y 520;15/6/2024
Acumulación de feriados legales por más de 2 períodos consecutivos (Cat. C) Acumulación de feriados legales por más de 2 períodos consecutivos (Cat. C);14/6/2024
Necesidad de realizar una revisión de las revelaciones que se incluyen en los estados financieros de la Compañía (Cat. C) Necesidad de realizar una revisión de las revelaciones que se incluyen en los estados financieros de la Compañía (Cat. C);13/6/2024
Depuración continúa de los análisis contables (Cat. C) Depuración continúa de los análisis contables (Cat. C);12/6/2024
Fortalecer los parámetros de contraseñas en el sistema SAP y Red de Dominio (Cat. C) Fortalecer los parámetros de contraseñas en el sistema SAP y Red de Dominio (Cat. C);11/6/2024
Accesos de usuarios SAP desde terminales asignadas a otros trabajadores. Accesos de usuarios SAP desde terminales asignadas a otros trabajadores.;10/6/2024
Falta en el cumplimiento de cobertura del plazo del contrato estando pendiente la entrega de servicios por parte del Contratista, en tres (3) Contratos (Idom Ingeniería y Consultoría S.A. Agencia en Chile, Consorcio MN – Peyco y Consorcio WSP Chile S.A.;9/6/2024
Se debe mejorar el diseño de controles definidos en Matrices de Riesgo. Se debe mejorar el diseño de controles definidos en Matrices de Riesgo.;8/6/2024
Controles erróneamente definidos en Matrices de Riesgo. Controles erróneamente definidos en Matrices de Riesgo.;7/6/2024
Matrices de Riesgo no Homologadas. Matrices de Riesgo no Homologadas.;6/6/2024
No se ha documentado los niveles de aceptación de riesgos para severidad moderada. No se ha documentado los niveles de aceptación de riesgos para severidad moderada.;5/6/2024
Necesidad de Implementar un Manual de Crisis Corporativo. Necesidad de Implementar un Manual de Crisis Corporativo.;4/6/2024
Debilidades en el nivel de autorizaciones de boletas de garantía con vigencia inferior a la establecida en contrato Debilidades en el nivel de autorizaciones de boletas de garantía con vigencia inferior a la establecida en contrato;3/6/2024
Falta de procedimiento de gestión de riesgos de la Seguridad de la Información Falta de procedimiento de gestión de riesgos de la Seguridad de la Información;2/6/2024
Ausencia de procedimiento que incluya concientización de usuarios en el ámbito de la Seguridad de la Información y Ciberseguridad Ausencia de procedimiento que incluya concientización de usuarios en el ámbito de la Seguridad de la Información y Ciberseguridad;1/6/2024
Falta de evaluación al cumplimiento de las políticas de contraseña Falta de evaluación al cumplimiento de las políticas de contraseña;31/5/2024
Carencia de procedimiento para la asignación de perfiles de altos privilegios y su autenticación. Carencia de procedimiento para la asignación de perfiles de altos privilegios y su autenticación.;30/5/2024
Inexistencia de antimalware para sistemas con sistema operativo distinto a Windows. Inexistencia de antimalware para sistemas con sistema operativo distinto a Windows.;29/5/2024
Debilidad en el proceso de respaldos y verificación de integridad del proceso Debilidad en el proceso de respaldos y verificación de integridad del proceso;28/5/2024
Ingresos por concepto de transporte de carga menores a los costos incurridos en el proceso. Ingresos por concepto de transporte de carga menores a los costos incurridos en el proceso.;27/5/2024
Necesidad de implementar un plan de inspección de vía férrea mantenida por los porteadores Necesidad de implementar un plan de inspección de vía férrea mantenida por los porteadores;26/5/2024
Necesidad de incorporar herramientas que permitan notificar e inhabilitar a maquinistas por exceso de la velocidad máxima permitida Necesidad de incorporar herramientas que permitan notificar e inhabilitar a maquinistas por exceso de la velocidad máxima permitida;25/5/2024
Necesidad de controlar periódicamente el funcionamiento el sistema de pesaje de los trenes de carga (Básculas) Necesidad de controlar periódicamente el funcionamiento el sistema de pesaje de los trenes de carga (Básculas);24/5/2024
Necesidad de implementar controles para el adecuado resguardo de la información. Necesidad de implementar controles para el adecuado resguardo de la información.;23/5/2024
Debilidad en la integridad de la información contenida en el SIG Debilidad en la integridad de la información contenida en el SIG;22/5/2024
Necesidad de implementar controles periódicos que aseguren la integridad de la información en los sistemas en que se registran los bienes habitacionales. Necesidad de implementar controles periódicos que aseguren la integridad de la información en los sistemas en que se registran los bienes habitacionales.;21/5/2024
Necesidad de implementar controles que permitan monitorear el estado de conservaciones de los bienes inmuebles. Necesidad de implementar controles que permitan monitorear el estado de conservaciones de los bienes inmuebles.;20/5/2024
Necesidad de especificar las responsabilidades para asegurar una adecuada seguridad, custodia y mantenimiento de los bienes inmuebles de . Necesidad de especificar las responsabilidades para asegurar una adecuada seguridad, custodia y mantenimiento de los bienes inmuebles de .;19/5/2024
Respecto a las características técnicas de los trenes para el servicio Alameda — Rancagua Respecto a las características técnicas de los trenes para el servicio Alameda — Rancagua;18/5/2024
Respecto a las reservas al 'Contrato de provisión de material rodante y su garantía de dos años', ' para los servicios Biotren y Corto Laja' y 'Respecto a las reservas al contrato de provisión de material rodante del servicio Alameda — - Chillán' Respecto a las reservas al 'Contrato de provisión de material rodante y su garantía de dos años', ' para los servicios Biotren y Corto Laja' y 'Respecto a las reservas al contrato de provisión de material rodante del servicio Alameda — - Chillán';17/5/2024
Sobre las Pruebas o Garantías de Conjunto de los trenes que se indican Sobre las Pruebas o Garantías de Conjunto de los trenes que se indican;16/5/2024
Modificaciones realizadas en el aditivo N 6, del contrato de provisión de material rodante para los servicios Biotren y Corto Laja, en relación a las exigencias técnicas para la aceptación provisional de los trenes Modificaciones realizadas en el aditivo N 6, del contrato de provisión de material rodante para los servicios Biotren y Corto Laja, en relación a las exigencias técnicas para la aceptación provisional de los trenes;15/5/2024
Sobre las pruebas o garantías de conjunto de los trenes para el servicio Biotren. Sobre las pruebas o garantías de conjunto de los trenes para el servicio Biotren.;14/5/2024
Sobre el tratamiento de las partidas en conciliación Sobre el tratamiento de las partidas en conciliación;13/5/2024
